MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL,DESV_ENT_NOTAS,SUM_NOTAS
985996,Quésia Juliana Tagri,0,0,0,0,6.7,6.2,6.6,,,2,2,3,HUMANAS,0.26458,0.2828
148733,Violeta Marinho de Oliveira da Mata,3,1,1,1,0,0,0,0,0,3,0,3,DIFICULDADE,0,"0,00"
225198,Félix Dionísio de Pinheiro Dutra Oplenman,0,0,0,0,4.2,4.5,4.9,5.1,0,2,0,8,DIFICULDADE,0.40311,2.4295
289699,Sônia Marli de Bueno,0,0,0,0,6.8,6.7,6,5.7,0,4,6,3,EXATAS,0.53541,3.0952
237010,Graziele de Lins,0,0,0,0,7.5,7.6,7.6,7.2,1,13,5,2,MUITO_BOM,0.1893,3.2388
776093,Hércules Inácio Ifrernson Soterepu,0,0,0,0,5.8,6.3,6.2,5.3,0,3,3,6,EXATAS,0.45461,3.0006
233618,Elano de Chaves Eaeman,0,0,0,0,7.4,6.6,6.8,5.5,0,15,5,3,HUMANAS,0.7932,3.2014
889686,Sabrina da Silva,0,0,0,0,6.6,5.9,6.5,5.1,,3,0,3,EXATAS,0.68981,0.7024
497823,Carlos dos Santos de Mendonça,0,0,0,0,7.2,5.8,6.6,6.8,,11,4,3,HUMANAS,0.58878,0.5292
332872,Telma Nair do Amaral Demvikes,0,0,0,0,6.6,5.9,5.1,4.9,1,5,1,6,EXATAS,0.78049,"2193,00"
906634,Raiane Xilena Herrera Buarque,3,1,1,1,0,0,0,0,1,3,2,6,DIFICULDADE,0,0.5
684462,Hugo Jonas Penedo Renoman Vinsezoaov,0,0,0,0,6.2,5.1,6.9,6.4,,4,3,5,HUMANAS,0.75939,0.9292
928963,Carolina Dina de Parreira,1,1,1,1,0,0,0,0,,3,1,6,DIFICULDADE,0,"0,00"
124401,Paula Marlene Pibahemo,0,0,0,0,7.4,8.3,6,6.7,1,3,5,4,MUITO_BOM,0.98319,3.1507
725439,Fernando da Silva de Uchôa,0,0,0,0,5.9,6.2,6.6,6.5,0,5,5,2,HUMANAS,0.31623,3.2212
260308,Margarida Daniela de Diniz,0,0,0,0,6.5,5.9,4.9,5.7,1,10,4,2,EXATAS,0.66081,2.2911
409680,Arilda Eva Castelo,1,1,1,3,0,0,0,0,1,8,3,3,DIFICULDADE,0,0.5
945326,Alan Nelson de Farias,0,0,0,0,5.9,6,6.5,,0,7,3,5,EXATAS,0.32146,3.6171
259094,Rafaela Syshero,0,0,0,0,6.8,7.7,5.7,6.3,1,4,5,6,MUITO_BOM,0.84607,2.9067
893041,Thiago Góis,0,0,0,0,7.1,7.2,6.2,7.1,0,4,5,3,MUITO_BOM,0.46904,3.4461
507633,Alan Mujibea Roamman Krengun,1,1,1,1,0,0,0,0,1,5,2,5,DIFICULDADE,0,0.5
394338,Victor Espada Uoman Terceiro,0,0,0,0,4.6,4.8,5,5,0,3,2,6,EXATAS,0.19149,2.4685
716002,Aparecida Branco de Nogueira da Silva,0,0,0,0,6.4,6.6,8.3,6.4,1,6,2,6,HUMANAS,0.9215,3.1669
880364,Samanta Eulália de Figueira Preto,0,0,0,0,7.2,7.4,6.1,6.2,1,5,5,6,EXATAS,0.6702,2.8453
754948,Tatiana Barroso de Souza Dozys,0,0,0,0,7.4,7.2,5.8,6,1,18,2,5,MUITO_BOM,0.8165,2.7374
523702,Leo de Oliveira Pidemusa,0,0,0,0,6.3,6.4,5.7,5.5,1,5,5,2,EXATAS,0.44253,2.4637
411697,Maria Jenny da Silva,1,1,1,3,0,0,0,0,,4,0,3,DIFICULDADE,0,"0,00"
213028,Christie de Cardozo da Silva,3,1,1,1,0,0,0,,1,2,5,8,DIFICULDADE,0,0.5774
629518,Tiago Rivaldo Duque de Albuquerque,0,0,0,0,5.5,5.7,4.8,,0,4,3,5,DIFICULDADE,0.47258,3.0643
865247,Gabrielle Susan de Arantes dos Santos,0,0,0,0,6.9,7,6.8,5.4,1,4,6,5,HUMANAS,0.75443,2.7923
879625,Meire do Espírito Santo Clisroplibuvic Terceiro,0,0,0,0,7.2,7.3,7.6,6.1,,7,5,3,HUMANAS,0.65574,0.7937
598588,Josilda dos Santos,0,0,0,0,5.8,5.3,5.1,4.9,1,4,2,4,EXATAS,0.38622,2.0565
363535,Emanoel Helder da Costa de Alencar,0,0,0,0,5.6,4.7,5.1,5.9,0,3,2,3,EXATAS,0.53151,2.6638
137883,Damião Alfredo de Moreira da Silva,1,1,3,1,0,0,0,,1,3,5,3,DIFICULDADE,0,0.5774
999048,Vívian da Silva de Trindade,0,0,0,0,6,6.1,5.3,5.1,0,3,0,5,EXATAS,0.49917,2.7837
676072,Carla Pinhão,0,0,0,0,6.8,6,4.8,,1,4,5,3,DIFICULDADE,1.00664,2.6102
828006,Jacinto Dogoru,0,0,0,0,7.2,7.7,6.7,6.2,1,2,0,8,HUMANAS,0.6455,2.9989
272049,Wellington Fabrício de Assis Iosan,1,1,3,1,0,0,0,,,5,5,4,DIFICULDADE,0,"0,00"
679974,Nelson dos Santos Neto,0,0,0,0,6.9,7.3,6.6,6.7,0,4,4,3,HUMANAS,0.30957,3.4472
369521,Célia Mineiro Umckim,3,1,1,1,0,0,0,,0,25,2,1,DIFICULDADE,0,"0,00"
593824,Marcela Eleonora Npa da Encarnação Gomes,0,0,0,0,6.1,6.3,5.8,5,1,3,2,6,EXATAS,0.57155,2.4102
529396,Ayrton Simão Gomes,0,0,0,0,6.8,6.1,5.7,5.5,1,7,4,5,EXATAS,0.57373,2.3964
832384,Samuel Beto Obaejeson dos Reis,0,0,0,0,5.6,4.8,5.5,5.6,1,4,5,6,DIFICULDADE,0.38622,2.1793
821412,Marina Wilma Oison de Salvador,0,0,0,0,5.6,6.1,5.4,5.7,,7,3,6,DIFICULDADE,0.29439,0.3512
640433,Leopoldo Vernoman d'Ávila Pakanov,0,0,0,0,6.6,7,4.9,5.1,0,10,6,1,EXATAS,1.05515,2.9872
618320,Cláudia Elizabete Brasil dos Reis,0,0,0,0,6.8,6.7,7.4,,,4,2,6,HUMANAS,0.37859,"495,00"
154199,Núbia Renata Hyno,0,0,1,3,5.5,5,0,0,1,3,1,7,DIFICULDADE,3.03795,2.3805
463062,Sílvia Simone Estrada de Tavares,0,0,0,0,5.3,4.5,5.1,5.1,1,14,7,3,DIFICULDADE,0.34641,1.9704
417172,Rebeca da Silva Ohesfreoman,0,0,0,0,6.4,5.6,6.3,5.5,1,9,2,5,EXATAS,0.46547,2.4262
418727,Shirley Cássia Gomes da Silva,3,1,1,1,0,0,0,0,1,3,2,5,DIFICULDADE,0,0.5
151693,Diana Yeda de Ortiz,1,1,1,1,0,0,0,0,1,2,3,5,DIFICULDADE,0,0.5
148296,Sônia Júlia Daevurnson Sabbalyos,0,0,0,0,5.8,6.5,5,5.2,,0,4,4,EXATAS,0.67515,0.8145
732148,Anne Edam Sopu,1,1,1,1,0,0,0,0,1,2,5,3,DIFICULDADE,0,0.5
579045,Altair da Silva Irinan,1,1,3,1,0,0,0,0,1,4,5,3,DIFICULDADE,0,0.5
276955,Ismael de Oliveira,1,1,3,3,0,0,0,0,1,4,3,3,DIFICULDADE,0,0.5
216039,Edu Fenmmonoe,1,1,1,1,0,0,0,0,1,4,2,6,DIFICULDADE,0,0.5
193660,Cirilo Irnirn,0,0,0,0,6.3,4.5,6.9,5.9,0,2,3,6,DIFICULDADE,1.0198,3.0467
864733,Marina Lasi do Espírito Santo,0,0,0,0,6.7,6.1,6.9,7,0,2,2,6,HUMANAS,0.40311,3.3576
375243,Selma Clarice Omayz de Noronha,0,0,0,0,5.6,6.3,7.1,,0,4,3,4,HUMANAS,0.75056,3.8889
125281,Gabrielle Teum da Silva,1,1,3,3,0,0,0,0,1,3,3,3,DIFICULDADE,0,0.5
520283,Tainá Cíntia Milani Amwirn,0,0,0,0,6.7,5.4,7.1,4.9,1,2,2,5,HUMANAS,1.04363,2.5781
328027,Wilson de Bueno,1,1,3,1,0,0,0,0,0,5,2,5,DIFICULDADE,0,"0,00"
741076,Walter Alisson da Silva de Barbosa Modatano,0,0,0,0,6.1,5.5,6.3,5.7,,5,0,4,EXATAS,0.36515,0.4163
241354,Léia Flávia Rossi Nopisege,0,0,0,0,6.8,6.9,8.2,,0,2,5,3,HUMANAS,0.78102,4.4072
880360,Laís Lara de Antunes do Maranhão,0,0,0,0,7.5,7,5.8,5.7,1,3,3,5,EXATAS,0.89069,2.65
893448,Ivone de Ferreira da Silva,0,0,0,0,6.7,7.1,7.8,6.4,0,17,5,2,MUITO_BOM,0.60553,3.5957
501492,Kevin Frias Bosfison de Vieira,0,0,0,0,7.1,6.2,4.8,,,3,2,6,EXATAS,1.15902,0.9899
558083,Nilton de Pereira,0,0,0,0,6.2,6.9,5.7,5.3,,9,6,3,EXATAS,0.68981,0.8327
639361,Luigi Quirino Frias Vecirnman,0,0,0,0,4.6,4.9,4.8,4.1,1,3,2,6,DIFICULDADE,0.3559,1.8348
805384,Sandro Jânio das Neves,0,0,0,0,6.9,7,6.8,6.2,0,13,5,3,HUMANAS,0.3594,3.3506
382288,Jaqueline Bianca Primy,0,0,0,0,4.7,4.5,5.6,,1,2,2,4,DIFICULDADE,0.58595,2.4021
453601,Hamilton Raul Usvoã,0,0,0,0,6.8,6.9,6.8,5.1,0,3,3,3,HUMANAS,0.86795,3.2404
916000,Adriana Samila Fiaytaov,0,0,0,0,6.5,5.8,6,,1,3,1,6,EXATAS,0.36056,2.8308
618265,Jenny Flaviana de Cabral Castelo Branco,0,0,0,0,6,5.9,5.1,4.8,1,2,4,6,EXATAS,0.59161,2.1833
134556,Ivone Mourão de Santana,0,0,0,0,7.2,7.8,6.1,7.4,0,8,5,6,EXATAS,0.72744,3.6234
564478,Álvaro Avelino Pires,0,0,0,0,7.6,8.2,8.7,8.1,0,10,2,5,EXCELENTE,0.45092,4.1749
914370,Patrick Luís do Nascimento de Souza,0,0,0,0,5.5,5,5.9,5.7,1,3,5,5,EXATAS,0.38622,2.2993
461133,Anakin Jesus de Souza Elopin,0,0,0,0,7,7.2,5.4,6.3,1,4,2,6,EXATAS,0.81394,2.75
780697,Cármen de Cardozo,0,0,0,0,6.9,6.2,6,5.8,0,4,5,3,EXATAS,0.47871,3.0044
340085,Daniela dos Santos,1,1,1,1,0,0,0,0,1,2,0,8,DIFICULDADE,0,0.5
665788,Anna Eunice da Rocha,0,0,0,0,8.2,9.4,10.2,9.5,0,24,7,2,EXCELENTE,0.83016,"4863,00"
274502,Rosana de Lisboa Portugal,1,3,3,1,0,0,0,0,1,2,2,3,DIFICULDADE,0,0.5
111736,Suely Ilniã Preto,3,1,1,1,0,0,0,0,0,5,3,3,DIFICULDADE,0,"0,00"
359180,Amélia Larissa Weiss do Rio Câmara,0,0,0,0,5.7,5.2,5.2,4.3,0,3,2,5,DIFICULDADE,0.5831,2.4865
973976,Otávia da Costa,0,0,0,0,6.5,6.1,6.3,5.2,0,13,3,1,EXATAS,0.57373,2.9721
378968,Inácio Grutirner Júnior,0,0,0,0,7.1,6.8,4.8,5,1,3,3,5,EXATAS,1.19269,2.4386
621883,Eric de Pereira dos Santos,1,1,1,3,0,0,0,,1,2,2,6,DIFICULDADE,0,0.5774
599978,João de Pereira Penedo,0,0,0,0,6,6.4,4.6,5.5,1,4,2,5,DIFICULDADE,0.77621,"2367,00"
164971,Adrielle de Freitas,0,0,0,0,6.8,6.5,5.3,,1,12,5,3,EXATAS,0.79373,2.8919
370901,Evelyn Eliane de Souza Nefi,1,1,1,1,0,0,0,0,,13,2,1,DIFICULDADE,0,"0,00"
149213,Elizabete Pimenta Wosbraca,0,0,0,0,6.6,6.9,5.5,5.3,1,3,2,4,DIFICULDADE,0.7932,2.5513
988078,Joyce Mineiro,1,1,3,1,0,0,0,0,1,7,6,6,DIFICULDADE,0,0.5
579731,Milene Ísis de Alcântara,0,0,0,0,6.6,5,5.4,,1,7,2,7,EXATAS,0.83267,2.4331
278802,Luciano Aldo de Souza,3,1,1,3,0,0,0,0,0,1,3,4,DIFICULDADE,0,"0,00"
453549,Rosimeire Núbia de Monteiro,0,0,3,1,6.1,4.5,0,0,0,3,2,6,DIFICULDADE,3.1289,2.25
625499,Demilson Sérgio Graesua de Brandão Sipoz,0,0,0,0,5.8,5.5,6.2,4.7,0,3,2,6,DIFICULDADE,0.63509,2.8012
448213,Clara Brenda de Barbosa Fortes das Neves,0,0,0,0,7.5,8.1,7.8,7.2,0,15,6,2,EXCELENTE,0.3873,3.8681
918472,Bóris Zeca de Palhares dos Santos Weber,0,0,0,0,5.9,6,5.6,,1,3,2,1,EXATAS,0.20817,2.7785
877479,Solange Daniela da Conceição do Piauí de Barbosa,0,0,0,0,5.7,6.6,5,5.2,0,12,7,3,DIFICULDADE,0.71356,2.8891
200220,Ana Celina de Barbosa da Silva,0,0,0,0,5.7,4.8,5.1,4.8,1,2,5,3,DIFICULDADE,0.42426,1.9551
325153,Manuel Diogo de Tavares,0,0,0,0,6.9,6.7,5,6.4,1,13,7,2,EXATAS,0.85829,2.6235
359377,Leni de Bueno Some,0,0,0,0,7,7.1,5.6,6.6,0,9,5,2,EXATAS,0.68496,3.2766
133887,Anna da Cunha Atsu,0,0,0,0,7.3,7.7,8.4,7,0,4,5,3,HUMANAS,0.60553,3.8922
378459,Ciro de Camargo Daolo,0,0,0,0,4.3,4.2,5.9,4.7,1,5,5,5,DIFICULDADE,0.78049,"2092,00"
578095,Valéria de Chaves d'Ávila,0,0,0,0,6.7,7.3,7.2,5.7,1,5,2,6,HUMANAS,0.73201,2.9586
493770,Isabela de Antunes,0,0,0,0,6.9,6,5.6,5.4,1,4,3,3,EXATAS,0.66521,2.3466
939845,Francielle Fabiana de Araújo,0,0,0,0,4.7,5,4.6,5.5,1,1,5,3,DIFICULDADE,0.40415,2.05
679836,Jeniffer Sâmia de Santo Antônio,0,0,0,0,6.2,6.6,5.9,4.6,1,0,3,3,EXATAS,0.86554,2.4918
677715,Rose do Rio,1,1,1,1,0,0,0,0,1,5,2,5,DIFICULDADE,0,0.5
667718,Juan Otto Klozpilaov,1,1,1,1,0,0,0,0,0,2,4,3,DIFICULDADE,0,"0,00"
240206,Adílson Kewo,0,0,0,0,7,6.9,5.6,6,0,7,4,2,EXATAS,0.68496,3.1309
499970,Giovanni Werner,1,1,3,1,0,0,0,0,,7,4,7,DIFICULDADE,0,"0,00"
338934,Artur Wilson Gofukimu,3,1,1,1,0,0,0,0,1,2,2,5,DIFICULDADE,0,0.5
634782,Jesus Marlon Neodu Yzdian,0,0,0,0,6.2,6.2,5.1,6.3,1,7,0,8,EXATAS,0.56862,2.4933
503326,Mateus Osório do Vale,0,0,0,0,5.8,5.3,4.8,4.6,,2,5,4,EXATAS,0.53774,0.3606
473319,Vinícius Charles da Silva de Gonçalves,0,0,0,0,6.1,5.4,5.4,6.3,1,2,3,3,EXATAS,0.46904,"2388,00"
491014,Ana Mendes,0,0,0,0,5.8,4.7,5.9,5.4,1,9,5,3,EXATAS,0.54467,2.2219
287845,Hugo Plínio Uimu,0,0,0,0,6.2,5.6,7.2,4.8,1,3,7,3,HUMANAS,1.0116,2.63
645928,Gisele de Alencar Castelo Branco,0,0,0,0,6.2,6.2,7,6.4,1,3,2,6,HUMANAS,0.37859,2.7875
172076,Artur Bento de Souza,0,0,0,0,6.5,6.5,7.4,6,1,2,5,3,HUMANAS,0.5831,2.8756
287955,Giuseppe Fontes,0,0,0,0,5.5,5.9,5,5.1,1,2,0,4,EXATAS,0.4113,2.2038
611089,Zuleide Habiwo dos Santos,0,0,0,0,6.4,6.4,6.3,4.2,,4,1,4,EXATAS,1.08436,1.2423
435481,Junior Godehihe de Munhoz,0,0,0,0,6.5,5.2,5.3,5.5,1,2,2,6,DIFICULDADE,0.59652,2.1703
667726,Thiago Bento de Lisboa,0,0,0,0,5.7,6.4,5.8,5.9,1,16,5,4,EXATAS,0.31091,2.5303
173742,Luciano Mourão da Silva,0,0,0,0,6.4,4.9,5.9,,1,0,1,7,EXATAS,0.76376,2.5891
482077,Zeca Rivaldo da Cunha,0,0,0,0,7.3,7.1,7.6,5.9,1,3,2,3,HUMANAS,0.74554,3.0188
126757,Albino dos Santos,0,0,0,0,4.9,4.5,5,5,1,2,2,3,EXATAS,0.23805,1.9311
826249,Manuela Gilmara Neta,0,0,0,0,6.2,6,5.4,6,1,0,1,5,DIFICULDADE,0.34641,2.4166
471856,Fabiano Jair Espada Filazgon,0,0,0,0,6.6,6.2,7,,1,3,0,8,DIFICULDADE,0.4,3.2578
266930,Marina Magali de Braga Mineiro,0,0,0,0,6.7,6.6,6.8,4.8,0,8,5,4,HUMANAS,0.9535,3.1639
703482,Eugênio João da Mata,0,0,0,0,6.7,6.9,7.2,6.7,1,5,5,4,HUMANAS,0.23629,2.9738
632007,Charles de Assunção Fuloppizã,0,0,0,0,6,5.2,5.2,6.6,1,3,0,6,EXATAS,0.68069,2.4249
422928,Kelly Arlete dos Santos,0,0,0,0,6.4,5.9,6.1,5.3,,3,2,6,EXATAS,0.46458,0.4163
214373,Ederson de Figueiredo,0,0,0,0,6.5,5.7,4.5,5.7,0,4,5,4,EXATAS,0.82462,2.7097
855531,Nicolau Igor Atal,0,0,0,0,6.2,6.4,6.6,6.8,1,5,3,3,HUMANAS,0.2582,2.8048
299998,Núbia Mariana de Teixeira Souto Gofube,0,0,0,0,5.8,5.1,6.9,4.2,,8,3,1,HUMANAS,1.14018,1.3748
836978,Elisete Wendy Guerra,0,0,0,0,6,6,5.1,4.7,1,5,0,3,DIFICULDADE,0.65574,2.2015
664243,Luciano Hélio da Silva,0,0,0,0,7.3,7.4,7.6,7.1,0,5,4,2,HUMANAS,0.20817,3.6891
305854,Abigail Maria dos Santos,0,0,0,0,6.9,7.3,5.7,6.1,,5,3,3,EXATAS,0.7303,0.8327
670584,Batista da Serra Ypishae de Alvim,0,0,0,0,5.5,5,5.3,4.5,1,4,2,4,DIFICULDADE,0.43493,1.9942
414024,Otto de Cardoso Nomneo,0,0,0,0,7,7.3,9.1,,0,13,7,1,HUMANAS,1.13578,4.8191
814663,Hildebrando de Ramos Júnior,0,0,0,0,6.7,6.7,6.3,6,1,3,4,4,EXATAS,0.34034,"2682,00"
410639,Camilo Frias de Souza,1,1,1,1,0,0,0,0,1,1,5,3,DIFICULDADE,0,0.5
767761,Hélio Ciovic da Conceição,0,0,0,0,6.1,6,6.3,5.1,,5,2,6,EXATAS,0.53151,0.6245
377616,Aparecida Vaz Iason,0,0,0,0,7,6.7,5.7,5.6,1,11,5,3,EXATAS,0.70475,2.5489
923087,Dilma Fabiana da Paz de Souza,0,0,0,0,6.7,6.4,6.6,5.5,1,3,4,3,HUMANAS,0.54772,2.6273
488873,Karina Gybo,0,0,0,0,6,6.5,5.5,5.9,1,2,2,6,EXATAS,0.4113,2.5171
761349,Tábata Mara Vivis dos Santos de Junqueira Terceiro,0,0,0,0,7.5,7.7,7.8,6.7,0,11,6,3,MUITO_BOM,0.49917,3.7332
380069,Lino Yuri da Silva,0,0,0,0,6.2,5.1,5.6,4.8,1,4,4,4,EXATAS,0.61305,2.1093
188362,Graziele do Paraná Portugal,0,0,0,0,5.3,5.8,5.3,5,1,2,2,4,DIFICULDADE,0.33166,2.2081
522699,Suzanne Helena Ribeiro de Queiroz,0,0,0,0,6.1,6.4,5.6,6.3,1,3,0,7,DIFICULDADE,0.3559,2.5747
443654,Alexandre da Silva,0,0,0,0,6.3,6.4,6.5,5.4,1,5,2,6,EXATAS,0.50662,2.5979
250197,Eva Marques Soison dos Santos,0,0,0,0,6.8,6.9,5.7,,,2,0,6,EXATAS,0.66583,0.8485
402230,Elizabete Milani,0,0,0,0,6.6,6.8,5.7,,0,8,5,3,EXATAS,0.58595,3.6501
111347,Roseli Arilda Gomes Frias,0,0,0,0,7,6.3,6.8,6.3,1,7,5,3,HUMANAS,0.3559,2.7435
463675,Charlene Denise de Toledo Mendes,0,0,0,0,6.1,5.7,4.8,5.6,0,9,1,5,DIFICULDADE,0.54467,2.7134
259954,Neila Marcielle Chikuhi Bahia,0,0,0,0,7.1,7.4,6.8,7.1,0,3,3,4,HUMANAS,0.24495,3.5584
457826,Hércules de Alvim,0,0,0,0,4.3,5.5,5.8,5.9,1,3,3,5,EXATAS,0.73655,2.3728
538732,Nilton Jack Yquan Avresi d'Ávila,0,0,0,0,4.8,5.7,5,4.5,,2,2,6,DIFICULDADE,0.5099,0.6028
528440,Dara Taís Bemade,0,0,0,0,7.8,8.3,8,,1,15,3,3,HUMANAS,0.25166,4.1308
669497,Andressa Moaresu,0,0,0,0,6,4.1,5.1,5,,2,2,5,DIFICULDADE,0.77675,0.5508
398457,Eugênio Décio Rare de Munhoz,0,0,0,0,7.1,7.4,9,7.3,1,6,5,3,EXCELENTE,0.8756,3.5368
842754,Angélica Lairnuzivic,0,0,0,0,7,7,5.9,,0,1,0,1,EXATAS,0.63509,3.7643
626206,Luiza Cícera de Osório da Silva,0,0,0,0,5.2,5.6,5.4,5.7,0,1,0,5,EXATAS,0.22174,2.7861
722387,Sandra Azros da Cunha,0,0,0,0,6.8,6.7,6.2,5.8,1,2,1,7,EXATAS,0.46458,2.6424
279961,Otaviano Weber,0,0,0,0,6.4,5.8,6.4,,0,5,2,3,EXATAS,0.34641,3.5346
137302,Luciano de Miranda Sudachi do Prado,0,0,1,1,5.9,4.7,0,0,1,2,1,6,DIFICULDADE,3.09892,2.2336
497754,Tiago Alberto de Guimarães Uozson,0,0,1,1,7.1,4.5,0,0,0,4,5,4,DIFICULDADE,3.51283,2.25
498143,Laércio Chico da Paixão de Moreira,0,0,0,0,5.7,6,5.3,5.3,0,4,5,6,EXATAS,0.34034,2.7863
991362,Alisson da Silva Maa,1,1,1,1,0,0,0,0,0,4,2,6,DIFICULDADE,0,"0,00"
713559,Fernanda Luzimara Klein de Monteiro Emriu,0,0,0,0,6.1,5.5,4.9,,1,5,5,3,EXATAS,0.6,2.4434
976691,Damares Luzimara dos Santos Rieson Agivlole,0,0,0,0,6.4,6.3,5.4,5,0,2,0,5,EXATAS,0.68496,2.8359
657428,Arilda Gutierrez de Sampaio,0,0,0,0,6.6,7,6.6,,,6,5,3,HUMANAS,0.23094,0.2828
640448,Diana Laila da Paz,0,0,0,0,6.6,6.6,7.7,5.9,1,4,5,3,HUMANAS,0.74386,2.9609
170880,Nivaldo Luciano de Barbosa Neto,0,0,0,0,5.7,5.6,5,5.5,1,2,4,3,EXATAS,0.31091,2.1991
835520,Daiane Anna da Silva de Lisboa,0,0,0,0,7.6,8.1,8.7,7.3,0,22,7,1,EXCELENTE,0.61305,4.0574
432458,Magali de Aguiar Jangada,0,0,0,0,6.4,7,6.1,6.2,1,2,3,6,EXATAS,0.40311,2.7464
314297,Lucas Rodrigo Olzzal Reoruza,0,0,0,0,6.2,7.1,5.1,,1,2,0,3,DIFICULDADE,1.00167,3.1097
515387,Marcela Lili Drucisã de Menezes,0,0,0,0,5.5,6,6.4,5.9,1,2,1,7,EXATAS,0.36968,2.5591
413654,Fabiano Fragoso de Nogueira,0,0,0,0,6.7,7,7.5,6,0,7,5,3,HUMANAS,0.62716,3.4731
467516,Saulo Namlo,0,0,0,0,6.6,6.7,6.3,6.4,0,7,5,3,EXATAS,0.18257,3.2378
946634,Berenice Elaine Buarque,0,0,0,0,7.2,7.2,6.2,6.5,0,13,5,3,EXATAS,0.5058,"3343,00"
399199,Kauê Quirino da Silva,0,0,0,0,6.2,5.6,7.1,,1,3,2,4,HUMANAS,0.75498,3.1786
415160,Laila Paula de Brandão Buarque,0,0,0,0,6.7,6.7,6.2,6.5,1,13,0,5,EXATAS,0.23629,"2741,00"
920333,Táles Décio de Leite,0,0,0,0,6.8,6.2,6.7,6.8,1,14,2,3,HUMANAS,0.28723,2.7957
470811,Gislaine Sabrina de Souza Ephimman,0,0,0,0,6.7,6.7,6.4,5.1,,4,4,3,EXATAS,0.76322,0.8505
103719,Mike Reinaldo de Álvares Júnior,0,0,0,0,8.2,8.3,10.1,7.8,0,14,5,1,EXCELENTE,1.02307,"4477,00"
586550,Guilherme Leopoldo Sheoya Zuzene Fragoso,0,0,1,3,6.1,5.1,0,0,1,4,3,2,DIFICULDADE,3.25883,2.4295
876081,Juliana Neila da Silva,0,0,0,0,5.5,5.7,5,5.3,1,2,2,6,DIFICULDADE,0.29861,2.1856
795723,Jeferson de Pereira,0,0,0,0,6.6,7.1,5.7,5.4,1,4,4,3,EXATAS,0.7874,2.6394
455391,Wagner de Monteiro do Prado Maciel,0,0,0,0,6.1,6.3,5.8,5,1,6,2,4,EXATAS,0.57155,2.4102
685287,Abigail Lina de Assis da Cruz,3,1,1,1,0,0,0,0,1,2,3,4,DIFICULDADE,0,0.5
211301,Alessandre Filipe da Silva Noswypramman,0,0,0,0,6.2,6.4,8.3,,,4,5,8,HUMANAS,1.15902,1.3435
611277,Rosa de Nogueira,0,0,0,0,5.2,5.8,5,4.5,1,1,3,5,DIFICULDADE,0.53774,2.1188
365898,Roberto de Alencar Rico,1,3,1,1,0,0,0,0,1,4,3,5,DIFICULDADE,0,0.5
267574,Carolina Ildoman,3,1,1,3,0,0,0,0,1,3,0,8,DIFICULDADE,0,0.5
712163,Laerte Cadeov de Monteiro,0,0,0,0,6.8,6.1,5.5,6.2,0,0,2,7,EXATAS,0.53229,2.9827
373160,André Mateus de Souza Guerra,0,0,0,0,6.5,5.7,6.8,,1,5,5,3,HUMANAS,0.56862,3.0806
895735,Anne Amanda dos Santos Cirnbozyvic,0,0,0,0,6.5,6.1,5.4,,,7,2,6,EXATAS,0.55678,"495,00"
980065,Ismael Gebo,0,0,0,0,5.4,4.8,5.5,,1,2,4,3,DIFICULDADE,0.37859,2.4214
882401,Michele Gezo,1,3,1,1,0,0,0,0,0,2,3,5,DIFICULDADE,0,"0,00"
730472,Margarida Anna Ocim,0,0,0,0,5.9,5.7,6.1,,,3,4,4,DIFICULDADE,0.2,0.2828
234178,Bruna Gutierrez Papoji,0,0,0,0,7,7.3,7.1,7.1,1,3,6,3,HUMANAS,0.12583,3.0848
615410,Hércules Heitor de Lisboa Yugumeni,0,0,0,0,6.2,7.3,6.9,5.5,0,7,2,3,HUMANAS,0.7932,3.3728
661428,Ângela Dara de Fernandes da Silva Plontranble,0,0,0,0,5.9,6.1,6,4.6,1,4,0,6,EXATAS,0.70475,2.3838
414593,Chico Vrapo Portugal da Silva,0,0,0,0,5.8,6.1,5.9,4.9,,3,2,6,EXATAS,0.53151,0.6429
458886,Selena Bella Fragoso Bisavic,0,0,0,0,5.2,6.2,4.9,5.8,1,0,0,3,EXATAS,0.58523,2.3796
606832,Helder Mamoman Oziztra,0,0,0,0,6.5,6.9,8,6.7,,11,5,5,EXCELENTE,0.6702,0.7
154830,Talita Elisângela da Silva,1,1,1,3,0,0,0,,,3,4,5,DIFICULDADE,0,"0,00"
947720,Gabriela Zuleide de Pereira,0,0,1,1,6.5,6.5,0,0,1,2,2,3,DIFICULDADE,3.75278,3.1192
393929,Mário Penedo de Alvarenga,0,0,0,0,6.1,5,5,4.8,1,5,5,3,EXATAS,0.5909,1.9689
600406,Ivan Milani Gilomesson de Alcântara,3,1,3,1,0,0,0,0,1,3,1,5,DIFICULDADE,0,0.5
811757,Talita Yagu Couto,1,1,1,1,0,0,0,0,0,5,3,3,DIFICULDADE,0,"0,00"
263396,Max Igor de Macedo,0,0,0,0,5.4,4.9,4.8,5.4,1,5,2,3,DIFICULDADE,0.32016,2.0337
458774,Gilmara Castelo Branco da Silva,0,0,0,0,5.6,5.4,6,5.2,1,4,2,6,DIFICULDADE,0.34157,"2292,00"
